sv_kod;kod;plk;stacja;opiskod1;pelna;dzielnica;szerokosc;dlugosc;miasto;ulica;kod_p;gmina;kraj;wojewodztwo;nrposesjiwpis;promien;jednorazowy;kod_pracy;uwagi;blok
SVB00000374;S5 ŚWIECIE PÓŁNOC (WĘZEŁ);NULL;NULL;S5 ŚWIECIE PÓŁNOC (WĘZEŁ);"ŚWIECIE PÓŁNOC, 5;91, 86-100 MORSK, POLSKA";NULL;53.42053046;18.48698616;gmina ŚwiecieMorsk;"5;91";86-100;gmina Świecie;NULL;województwo kujawsko-pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000375;S5 ŚWIECIE ZACHÓD (WĘZEŁ);NULL;NULL;S5 ŚWIECIE ZACHÓD (WĘZEŁ);"ŚWIECIE ZACHÓD, 5;91, 86-105 KOZŁOWO, POLSKA";NULL;53.40870045;18.38394642;gmina ŚwiecieKozłowo;"5;91";86-105;gmina Świecie;NULL;województwo kujawsko-pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000376;S5 ŚWIECIE POŁUDNIE (WĘZEŁ);NULL;NULL;S5 ŚWIECIE POŁUDNIE (WĘZEŁ);S5, ŚWIECIE POŁUDNIE, 86-111 DWORZYSKO, POLSKA;NULL;53.37854142;18.34540844;gmina ŚwiecieDworzysko;NULL;86-111;gmina Świecie;NULL;województwo kujawsko-pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000377;S5 MIELESZYN (WĘZEŁ);NULL;NULL;S5 MIELESZYN (WĘZEŁ);MIELESZYN, S5, 62-212 MIELNO, POLSKA;NULL;52.65373858;17.62370110;gmina MieleszynMielno;S5;62-212;gmina Mieleszyn;NULL;województwo wielkopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000378;S5 GNIEZNO PÓŁNOC (WĘZEŁ);NULL;NULL;S5 GNIEZNO PÓŁNOC (WĘZEŁ);GNIEZNO PÓŁNOC, S5, 62-200 ŁABISZYNEK, POLSKA;NULL;52.58337788;17.60994673;gmina GnieznoŁabiszynek;S5;62-200;gmina Gniezno;NULL;województwo wielkopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000379;S5 KŁECKO (WĘZEŁ);NULL;NULL;S5 KŁECKO (WĘZEŁ);KŁECKO, S5, 62-200 BRACISZEWO, POLSKA;NULL;52.55668135;17.54340649;gmina GnieznoBraciszewo;S5;62-200;gmina Gniezno;NULL;województwo wielkopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000380;S5 GNIEZNO POŁUDNIE (WĘZEŁ);NULL;NULL;S5 GNIEZNO POŁUDNIE (WĘZEŁ);GNIEZNO POŁUDNIE, S5, 62-260 WOŹNIKI, POLSKA;NULL;52.52496871;17.50920296;gmina ŁubowoWoźniki;S5;62-260;gmina Łubowo;NULL;województwo wielkopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000381;S5 ŁUBOWO (WĘZEŁ);NULL;NULL;S5 ŁUBOWO (WĘZEŁ);ŁUBOWO, WSCHODNIA OBWODNICA POZNANIA, 62-262 PRZYBOROWO, POLSKA;NULL;52.48901308;17.43362367;gmina ŁubowoPrzyborowo;Wschodnia obwodnica Poznania;62-262;gmina Łubowo;NULL;województwo wielkopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000382;S5 CZERNIEJEWO (WĘZEŁ);NULL;NULL;S5 CZERNIEJEWO (WĘZEŁ);CZERNIEJEWO, WSCHODNIA OBWODNICA POZNANIA, 62-262 WIERZYCE, POLSKA;Osiedle Pałacowe;52.45554520;17.38516152;gmina ŁubowoWierzyce;Wschodnia obwodnica Poznania;62-262;gmina Łubowo;NULL;województwo wielkopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000383;S5 IWNO (WĘZEŁ);NULL;NULL;S5 IWNO (WĘZEŁ);IWNO, WSCHODNIA OBWODNICA POZNANIA, 62-025 CHORZAŁKI, POLSKA;NULL;52.41184380;17.28372574;gmina Kostrzyn;Wschodnia obwodnica Poznania;62-025;gmina Kostrzyn;NULL;województwo wielkopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000384;S5 KOSTRZYN (WĘZEŁ);NULL;NULL;S5 KOSTRZYN (WĘZEŁ);KOSTRZYN, WSCHODNIA OBWODNICA POZNANIA, 62-025 IWNO, POLSKA;NULL;52.40255634;17.26102352;gmina KostrzynIwno;Wschodnia obwodnica Poznania;62-025;gmina Kostrzyn;NULL;województwo wielkopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000385;S5 STRUMIANY (WĘZEŁ);NULL;NULL;S5 STRUMIANY (WĘZEŁ);WSCHODNIA OBWODNICA POZNANIA, 62-025 STRUMIANY, POLSKA;NULL;52.38320935;17.24465132;gmina KostrzynStrumiany;Wschodnia obwodnica Poznania;62-025;gmina Kostrzyn;NULL;województwo wielkopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000435;S16 BISKUPIEC (WĘZEŁ);NULL;NULL;S16 BISKUPIEC (WĘZEŁ);BISKUPIEC, S16, 11-300 BISKUPIEC-KOLONIA DRUGA, POLSKA;NULL;53.84940017;20.96756816;gmina Biskupiec;S16;11-300;gmina Biskupiec;NULL;województwo warmińsko-mazurski;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000436;S16 BORKI WIELKIE (WĘZEŁ);NULL;NULL;S16 BORKI WIELKIE (WĘZEŁ);BORKI WIELKIE, S16, 11-300 BORKI WIELKIE, POLSKA;NULL;53.83040873;21.06361806;gmina BiskupiecBorki Wielkie;S16;11-300;gmina Biskupiec;NULL;województwo warmińsko-mazurski;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000501;S52 CIESZYN ZACHÓD (WĘZEŁ);NULL;NULL;S52 CIESZYN ZACHÓD (WĘZEŁ);CIESZYN ZACHÓD, GRANICZNA, 43-400 CIESZYN, POLSKA;Pastwiska;49.76701864;18.63588095;Cieszyn;Graniczna;43-400;Cieszyn;NULL;województwo śląskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000502;S52 CIESZYN WSCHÓD (WĘZEŁ);NULL;NULL;S52 CIESZYN WSCHÓD (WĘZEŁ);CIESZYN WSCHÓD, GRANICZNA, 43-400 CIESZYN, POLSKA;Głuszkowy;49.76335960;18.68277669;Cieszyn;Graniczna;43-400;Cieszyn;NULL;województwo śląskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000503;S52 BALICE I (WĘZEŁ);NULL;NULL;S52 BALICE I (WĘZEŁ);"BALICE I, S7;A41, 32-083 BALICE, POLSKA";NULL;50.08609132;19.80286181;gmina ZabierzówBalice;"S7;A41";32-083;gmina Zabierzów;NULL;województwo małopolskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000559;S7 SZYDŁOWIEC CENTRUM (WĘZEŁ);NULL;NULL;S7 SZYDŁOWIEC CENTRUM (WĘZEŁ);SZYDŁOWIEC CENTRUM, INDIAŃSKA DROGA SAT-OKHA, 26-500 SZYDŁOWIEC, POLSKA;Praga;51.23560309;20.87355137;gmina Szydłowiec;Indiańska Droga Sat-Okha;26-500;gmina Szydłowiec;NULL;województwo mazowieckie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000560;S7 SZYDŁOWIEC POŁUDNIE (WĘZEŁ);NULL;NULL;S7 SZYDŁOWIEC POŁUDNIE (WĘZEŁ);SZYDŁOWIEC POŁUDNIE, INDIAŃSKA DROGA SAT-OKHA, 26-500 BARAK, POLSKA;NULL;51.20294430;20.86258650;gmina SzydłowiecBarak;Indiańska Droga Sat-Okha;26-500;gmina Szydłowiec;NULL;województwo mazowieckie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000561;S7 SKARŻYSKO-KAMIENNA POŁUDNIE (WĘZEŁ);NULL;NULL;S7 SKARŻYSKO-KAMIENNA POŁUDNIE (WĘZEŁ);SKARŻYSKO-KAMIENNA POŁUDNIE, S7, 26-110 SKARŻYSKO-KAMIENNA, POLSKA;Bzin;51.10204319;20.83672464;Skarżysko-Kamienna;S7;26-110;Skarżysko-Kamienna;NULL;województwo świętokrzyskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000562;S7 SUCHEDNIÓW (WĘZEŁ);NULL;NULL;S7 SUCHEDNIÓW (WĘZEŁ);SUCHEDNIÓW, S7, 26-130 SUCHEDNIÓW, POLSKA;Błoto;51.04827415;20.82160234;gmina Suchedniów;S7;26-130;gmina Suchedniów;NULL;województwo świętokrzyskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000563;S7 ZALEZIANKA (WĘZEŁ);NULL;NULL;S7 ZALEZIANKA (WĘZEŁ);ZALEZIANKA, S7, 26-140 ŁĄCZNA, POLSKA;NULL;50.99348711;20.77855825;gmina ŁącznaŁączna;S7;26-140;gmina Łączna;NULL;województwo świętokrzyskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000564;S7 BARCZA (WĘZEŁ);NULL;NULL;S7 BARCZA (WĘZEŁ);BARCZA, S7, GRUSZKA, POLSKA;NULL;50.96254212;20.72120190;S7 BARCZA;S7;NULL;gmina Zagnańsk;NULL;województwo świętokrzyskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000565;S7 KIELCE PÓŁNOC (WĘZEŁ);NULL;NULL;S7 KIELCE PÓŁNOC (WĘZEŁ);KIELCE PÓŁNOC, S7, 25-439 ZABŁOCIE, POLSKA;NULL;50.94170461;20.67605495;gmina ZagnańskZabłocie;S7;25-439;gmina Zagnańsk;NULL;województwo świętokrzyskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000566;S7 KIELCE ZACHÓD (WĘZEŁ);NULL;NULL;S7 KIELCE ZACHÓD (WĘZEŁ);KIELCE ZACHÓD, OBWODNICA KIELC, 25-679 KOSTOMŁOTY PIERWSZE, POLSKA;NULL;50.91050187;20.58803558;gmina Miedziana GóraKostomłoty Pierwsze;obwodnica Kielc;25-679;gmina Miedziana Góra;NULL;województwo świętokrzyskie;NULL;4000.000;NULL;NULL;NULL;NULL
SV0000086452;RACZKI;12195;RACZKI;RACZKI;RACZKI KOLEJOWA woj.PODLASKIE Stacja:RACZKI;NULL;53.99318888;22.76929379;RACZKI;KOLEJOWA;16-420;NULL;POLSKA;PODLASKIE;NULL;700.000;NULL;NULL;NULL;NULL
SVB00000390;S5 KORZEŃSKO (WĘZEŁ);NULL;NULL;S5 KORZEŃSKO (WĘZEŁ);KORZEŃSKO, S5, 63-900 KORZEŃSKO, POLSKA;NULL;51.55391388;16.86819792;gmina ŻmigródKorzeńsko;S5;63-900;gmina Żmigród;NULL;województwo dolnośląskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000391;S3 SZCZECIN PODJUCHY (WĘZEŁ);NULL;NULL;S3 SZCZECIN PODJUCHY (WĘZEŁ);SZCZECIN PODJUCHY, AUTOSTRADA, 70-740 SZCZECIN, POLSKA;Widok;53.36282006;14.61838245;Szczecin;Autostrada;70-740;Szczecin;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000392;A6 SZCZECIN PODJUCHY (WĘZEŁ);NULL;NULL;A6 SZCZECIN PODJUCHY (WĘZEŁ);SZCZECIN PODJUCHY, AUTOSTRADA, 70-740 SZCZECIN, POLSKA;Widok;53.36293530;14.61818933;Szczecin;Autostrada;70-740;Szczecin;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000393;A6 SZCZECIN KIJEWO (WĘZEŁ);NULL;NULL;A6 SZCZECIN KIJEWO (WĘZEŁ);SZCZECIN KIJEWO, AUTOSTRADA, 70-795 SZCZECIN, POLSKA;NULL;53.37164163;14.69888091;Szczecin;Autostrada;70-795;Szczecin;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000394;S3 SZCZECIN KIJEWO (WĘZEŁ);NULL;NULL;S3 SZCZECIN KIJEWO (WĘZEŁ);SZCZECIN KIJEWO, AUTOSTRADA, 70-795 SZCZECIN, POLSKA;NULL;53.37206410;14.69953537;Szczecin;Autostrada;70-795;Szczecin;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000395;S3 RZEŹNICA (WĘZEŁ);NULL;NULL;S3 RZEŹNICA (WĘZEŁ);"S3;6, 72-123 PUCICE, POLSKA";NULL;53.42242296;14.76631165;gmina GoleniówPucice;"S3;6";72-123;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;T
SVB00000396;S3 RZĘŚNICA (WĘZEŁ);NULL;NULL;S3 RZĘŚNICA (WĘZEŁ);RZĘŚNICA, 142, 72-123 PUCICE, POLSKA;NULL;53.42241337;14.76615071;gmina GoleniówPucice;142;72-123;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000397;S6 RZĘŚNICA (WĘZEŁ);NULL;NULL;S6 RZĘŚNICA (WĘZEŁ);RZĘŚNICA, 142, 72-123 PUCICE, POLSKA;NULL;53.42248689;14.76637602;gmina GoleniówPucice;142;72-123;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000398;S6 GOLENIÓW POŁUDNIE (WĘZEŁ);NULL;NULL;S6 GOLENIÓW POŁUDNIE (WĘZEŁ);"GOLENIÓW POŁUDNIE, S3;6, 72-100 KRZEWNO, POLSKA";NULL;53.53351036;14.81067002;gmina Goleniów;"S3;6";72-100;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000399;S3 GOLENIÓW POŁUDNIE (WĘZEŁ);NULL;NULL;S3 GOLENIÓW POŁUDNIE (WĘZEŁ);"GOLENIÓW POŁUDNIE, S3;6, 72-100 KRZEWNO, POLSKA";NULL;53.53350399;14.81061637;gmina Goleniów;"S3;6";72-100;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000400;S3 GOLENIÓW ZACHÓD (WĘZEŁ);NULL;NULL;S3 GOLENIÓW ZACHÓD (WĘZEŁ);"GOLENIÓW ZACHÓD, S3;6, 72-100 DOMASTRYJEWO, POLSKA";Mikorzyn;53.57111306;14.79964077;gmina GoleniówDomastryjewo;"S3;6";72-100;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000401;S6 GOLENIÓW ZACHÓD (WĘZEŁ);NULL;NULL;S6 GOLENIÓW ZACHÓD (WĘZEŁ);"GOLENIÓW ZACHÓD, S3;6, 72-100 DOMASTRYJEWO, POLSKA";Mikorzyn;53.57110988;14.79967296;gmina GoleniówDomastryjewo;"S3;6";72-100;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000402;S6 GOLENIÓW PÓŁNOC (WĘZEŁ);NULL;NULL;S6 GOLENIÓW PÓŁNOC (WĘZEŁ);S3, 72-100 MIĘKOWO, POLSKA;Zarosty;53.58758538;14.81938183;gmina GoleniówMiękowo;S3;72-100;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000403;S3 GOLENIÓW PÓŁNOC (WĘZEŁ);NULL;NULL;S3 GOLENIÓW PÓŁNOC (WĘZEŁ);S3, 72-100 MIĘKOWO, POLSKA;Zarosty;53.58758219;14.81941938;gmina GoleniówMiękowo;S3;72-100;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000404;S3 MIĘKOWO (WĘZEŁ);NULL;NULL;S3 MIĘKOWO (WĘZEŁ);S3, 3, 72-100 MIĘKOWO, POLSKA;NULL;53.62707431;14.81849670;gmina GoleniówMiękowo;3;72-100;gmina Goleniów;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000405;S3 PARŁÓWKO (WĘZEŁ);NULL;NULL;S3 PARŁÓWKO (WĘZEŁ);PARŁÓWKO, S3, 72-511 PARŁOWO, POLSKA;NULL;53.83406209;14.74770248;gmina Wolin;S3;72-511;gmina Wolin;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000406;S6 NOWOGARD ZACHÓD (WĘZEŁ);NULL;NULL;S6 NOWOGARD ZACHÓD (WĘZEŁ);NOWOGARD ZACHÓD, S6, 72-200 OLCHOWO, POLSKA;Smużyny;53.65335326;15.07638037;gmina NowogardOlchowo;S6;72-200;gmina Nowogard;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000407;S6 NOWOGARD PÓŁNOC (WĘZEŁ);NULL;NULL;S6 NOWOGARD PÓŁNOC (WĘZEŁ);NOWOGARD PÓŁNOC, S6, 72-200 WARNKOWO, POLSKA;Plewniak;53.68561105;15.08909404;gmina Nowogard;S6;72-200;gmina Nowogard;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000408;S6 NOWOGARD WSCHÓD (WĘZEŁ);NULL;NULL;S6 NOWOGARD WSCHÓD (WĘZEŁ);NOWOGARD WSCHÓD, S6, 72-200 WOJCIESZYN, POLSKA;Pustać;53.69056354;15.13511002;gmina NowogardWojcieszyn;S6;72-200;gmina Nowogard;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000409;S6 REBLINKO (WĘZEŁ);NULL;NULL;S6 REBLINKO (WĘZEŁ);REBLINKO, S6, 76-251 REBLINKO, POLSKA;NULL;54.44139724;16.93625093;gmina KobylnicaReblinko;S6;76-251;gmina Kobylnica;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000410;S6 KOBYLNICA (WĘZEŁ);NULL;NULL;S6 KOBYLNICA (WĘZEŁ);KOBYLNICA, S6, 76-251 ŁOSINO, POLSKA;NULL;54.42509409;17.00759768;gmina KobylnicaŁosino;S6;76-251;gmina Kobylnica;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000411;S6 GLOBINO (WĘZEŁ);NULL;NULL;S6 GLOBINO (WĘZEŁ);GLOBINO, S6, 76-245 SŁUPSK, POLSKA;NULL;54.45069883;17.08173931;Słupsk;S6;76-245;Słupsk;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000412;S6 REDZIKOWO (WĘZEŁ);NULL;NULL;S6 REDZIKOWO (WĘZEŁ);REDZIKOWO, S6, 76-204 REDZIKOWO, POLSKA;NULL;54.46756231;17.11954236;gmina SłupskRedzikowo;S6;76-204;gmina Słupsk;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000413;S6 GDYNIA PORT (WĘZEŁ);NULL;NULL;S6 GDYNIA PORT (WĘZEŁ);GDYNIA PORT, EUGENIUSZA KWIATKOWSKIEGO, 81-086 GDYNIA, POLSKA;Zwierzyniec;54.51500967;18.45701516;Gdynia;Eugeniusza Kwiatkowskiego;81-086;Gdynia;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000414;S6 GDYNIA CHWARZNO (WĘZEŁ);NULL;NULL;S6 GDYNIA CHWARZNO (WĘZEŁ);GDYNIA CHWARZNO, WĘZEŁ CHWARZNO, 81-601 GDYNIA, POLSKA;Chwarzno;54.49773272;18.46205771;Gdynia;Węzeł Chwarzno;81-601;Gdynia;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000415;S6 GDYNIA WIELKI KACK (WĘZEŁ);NULL;NULL;S6 GDYNIA WIELKI KACK (WĘZEŁ);GDYNIA WIELKI KACK, OBWODNICA TRÓJMIASTA, 81-589 GDYNIA, POLSKA;Dąbrówka;54.47115363;18.47356439;Gdynia;Obwodnica Trójmiasta;81-589;Gdynia;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000416;S6 GDAŃSK OSOWA (WĘZEŁ);NULL;NULL;S6 GDAŃSK OSOWA (WĘZEŁ);GDAŃSK OSOWA, WĘZEŁ WYSOKA, 81-598 GDYNIA, POLSKA;Gołębiewo;54.43668949;18.48782837;Gdynia;Węzeł Wysoka;81-598;Gdynia;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000417;S6 GDAŃSK OWCZARNIA (WĘZEŁ);NULL;NULL;S6 GDAŃSK OWCZARNIA (WĘZEŁ);WĘZEŁ OWCZARNIA, 81-598 GDAŃSK, POLSKA;Owczarnia;54.41393557;18.48629951;Gdańsk;Węzeł Owczarnia;81-598;Gdańsk;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000418;S6 GDAŃSK LOTNISKO (WĘZEŁ);NULL;NULL;S6 GDAŃSK LOTNISKO (WĘZEŁ);GDAŃSK LOTNISKO, ALEJA KAZIMIERZA JAGIELLOŃCZYKA, 80-190 GDAŃSK, POLSKA;NULL;54.38080731;18.50917876;Gdańsk;Aleja Kazimierza Jagiellończyka;80-190;Gdańsk;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000419;S6 GDAŃSK KARCZEMKI (WĘZEŁ);NULL;NULL;S6 GDAŃSK KARCZEMKI (WĘZEŁ);GDAŃSK KARCZEMKI, ALEJA KAZIMIERZA JAGIELLOŃCZYKA, 80-190 GDAŃSK, POLSKA;Złota Karczma;54.36095126;18.51945162;Gdańsk;Aleja Kazimierza Jagiellończyka;80-190;Gdańsk;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000420;S6 GDAŃSK SZADÓŁKI (WĘZEŁ);NULL;NULL;S6 GDAŃSK SZADÓŁKI (WĘZEŁ);GDAŃSK SZADÓŁKI, ALEJA KAZIMIERZA JAGIELLOŃCZYKA, 80-175 GDAŃSK, POLSKA;Rębowo;54.32487710;18.54225039;Gdańsk;Aleja Kazimierza Jagiellończyka;80-175;Gdańsk;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000421;S6 GDAŃSK KOWALE (WĘZEŁ);NULL;NULL;S6 GDAŃSK KOWALE (WĘZEŁ);GDAŃSK-ORUNIA (KOWALE), OBWODNICA TRÓJMIASTA, 80-180 KOWALE, POLSKA;NULL;54.30746036;18.55685234;gmina KolbudyKowale;Obwodnica Trójmiasta;80-180;gmina Kolbudy;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000422;S6 GDAŃSK POŁUDNIE (WĘZEŁ);NULL;NULL;S6 GDAŃSK POŁUDNIE (WĘZEŁ);S6, 83-010 KUŹNICE, POLSKA;NULL;54.27621945;18.59331429;gmina Pruszcz Gdański;S6;83-010;gmina Pruszcz Gdański;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000423;S6 PRUSZCZ GDAŃSKI (WĘZEŁ);NULL;NULL;S6 PRUSZCZ GDAŃSKI (WĘZEŁ);A1, 83-000 WOJANOWO, POLSKA;NULL;54.23349649;18.60945046;gmina Pruszcz GdańskiWojanowo;A1;83-000;gmina Pruszcz Gdański;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000424;A1 PRUSZCZ GDAŃSKI (WĘZEŁ);NULL;NULL;A1 PRUSZCZ GDAŃSKI (WĘZEŁ);A1, 83-000 WOJANOWO, POLSKA;NULL;54.23349336;18.60949874;gmina Pruszcz GdańskiWojanowo;A1;83-000;gmina Pruszcz Gdański;NULL;województwo pomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000425;A6 RADZISZEWO (WĘZEŁ);NULL;NULL;A6 RADZISZEWO (WĘZEŁ);RADZISZEWO, AUTOSTRADA, 70-700 SZCZECIN, POLSKA;NULL;53.33379456;14.54403698;Szczecin;Autostrada;70-700;Szczecin;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000426;A6 SZCZECIN ZACHÓD (WĘZEŁ);NULL;NULL;A6 SZCZECIN ZACHÓD (WĘZEŁ);SZCZECIN ZACHÓD, A6, 72-001 KOŁBASKOWO, POLSKA;NULL;53.34169975;14.45556164;gmina KołbaskowoKołbaskowo;A6;72-001;gmina Kołbaskowo;NULL;województwo zachodniopomorskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000427;S74 KIELCE BOCIANEK (WĘZEŁ);NULL;NULL;S74 KIELCE BOCIANEK (WĘZEŁ);KIELCE BOCIANEK, ŚWIĘTOKRZYSKA, 25-405 KIELCE, POLSKA;Pocieszka;50.88304861;20.64325690;Kielce;Świętokrzyska;25-405;Kielce;NULL;województwo świętokrzyskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000428;S61 SUWAŁKI POŁUDNIE (WĘZEŁ);NULL;NULL;S61 SUWAŁKI POŁUDNIE (WĘZEŁ);"SUWAŁKI POŁUDNIE, S61;8, DUBOWO DRUGIE, POLSKA";NULL;54.05048262;22.89170980;gmina SuwałkiDubowo Drugie;"S61;8";NULL;gmina Suwałki;NULL;województwo podlaskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000429;S8 SUWAŁKI POŁUDNIE (WĘZEŁ);NULL;NULL;S8 SUWAŁKI POŁUDNIE (WĘZEŁ);"SUWAŁKI POŁUDNIE, S61;8, DUBOWO DRUGIE, POLSKA";NULL;54.05054560;22.89164543;gmina SuwałkiDubowo Drugie;"S61;8";NULL;gmina Suwałki;NULL;województwo podlaskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000430;S61 RACZKI (WĘZEŁ);NULL;NULL;S61 RACZKI (WĘZEŁ);RACZKI, WĘZEŁ RACZKI, 16-420 SZKOCJA, POLSKA;NULL;53.97465395;22.78987169;gmina RaczkiSzkocja;Węzeł Raczki;16-420;gmina Raczki;NULL;województwo podlaskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000431;S8 RACZKI (WĘZEŁ);NULL;NULL;S8 RACZKI (WĘZEŁ);RACZKI, WĘZEŁ RACZKI, 16-420 SZKOCJA, POLSKA;NULL;53.97449936;22.78975368;gmina RaczkiSzkocja;Węzeł Raczki;16-420;gmina Raczki;NULL;województwo podlaskie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000432;S14 DOBROŃ (WĘZEŁ);NULL;NULL;S14 DOBROŃ (WĘZEŁ);DOBROŃ, S14, 95-082 SZCZERKI, POLSKA;NULL;51.63626552;19.27143574;gmina Dobroń;S14;95-082;gmina Dobroń;NULL;województwo łódzkie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000433;S14 PABIANICE PÓŁNOC (WĘZEŁ);NULL;NULL;S14 PABIANICE PÓŁNOC (WĘZEŁ);PABIANICE PÓŁNOC, S14, 95-200 PLISZKA, POLSKA;NULL;51.68300665;19.33373809;gmina Pabianice;S14;95-200;gmina Pabianice;NULL;województwo łódzkie;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000434;S16 KROMEROWO (WĘZEŁ);NULL;NULL;S16 KROMEROWO (WĘZEŁ);S16, 11-010 NIEDŹWIEDŹ, POLSKA;NULL;53.82654608;20.81529379;gmina BarczewoNiedźwiedź;S16;11-010;gmina Barczewo;NULL;województwo warmińsko-mazurski;NULL;4000.000;NULL;NULL;NULL;NULL
SVB00000437;S17 GARWOLIN PÓŁNOC (WĘZEŁ);NULL;NULL;S17 GARWOLIN PÓŁNOC (WĘZEŁ);GARWOLIN PÓŁNOC, TRAKT LWOWSKI, 08-400 GARWOLIN, POLSKA;Romanówka;51.91335572;21.59666419;Garwolin;Trakt Lwowski;08-400;Garwolin;NULL;województwo mazowieckie;NULL;4000.000;NULL;NULL;NULL;NULL
