,kod,plk,stacja,opiskod1,pelna,szerokosc,dlugosc,wojewodztwo,Coordinates
7327,STAW KUNOWSKI (S),49270.0,STAW KUNOWSKI,STAW KUNOWSKI (STACJA),STAW KUNOWSKI (STACJA) 27-230 woj.ŚWIĘTOKRZYSKIE,51.004243,21.2471641,ŚWIĘTOKRZYSKIE,"51.004243,21.2471641,STAW KUNOWSKI (STACJA)"
7329,STAWIANY (S),31260.0,STAWIANY,STAWIANY (STACJA),STAWIANY (STACJA) 62-085 woj.WIELKOPOLSKIE,52.61057358,17.20375094,WIELKOPOLSKIE,"52.61057358,17.20375094,STAWIANY (STACJA)"
7332,TUROSZÓW (S),52803.0,TUROSZÓW,TUROSZÓW (STACJA),"Zgorzelecka, Bogatynia, Polska",50.9287135,14.9281975,DOLNOŚLĄSKIE,"50.9287135,14.9281975,TUROSZÓW (STACJA)"
7335,TURÓW (S),62851.0,TURÓW,TURÓW (STACJA),"Południowa 109a, 42-256 Turów Górny, Polska",50.7737,19.30891,ŚLĄSKIE,"50.7737,19.30891,TURÓW (STACJA)"
7338,TURZA WIELKA (S),22467.0,TURZA WIELKA,TURZA WIELKA (STACJA),TURZA WIELKA (STACJA) 13-200 woj.WARMIŃSKO-MAZURSKIE,53.3080603,20.0879997,WARMIŃSKO-MAZURSKIE,"53.3080603,20.0879997,TURZA WIELKA (STACJA)"
7340,TURZE (S),68874.0,TURZE,TURZE (STACJA),"Stanisława Konarskiego, 47-440 Nędza, Polska",50.1618402,18.3003241,ŚLĄSKIE,"50.1618402,18.3003241,TURZE (STACJA)"
7341,TURZNO KUJAWSKIE (S),21543.0,TURZNO KUJAWSKIE,TURZNO KUJAWSKIE (STACJA),TURZNO KUJAWSKIE (STACJA) 87-721 woj.KUJAWSKO-POMORSKIE,52.8335134,18.7807874,KUJAWSKO-POMORSKIE,"52.8335134,18.7807874,TURZNO KUJAWSKIE (STACJA)"
7346,TURZYNÓW (S),32243.0,TURZYNÓW,TURZYNÓW (STACJA),TURZYNÓW (STACJA) 62-652 woj.WIELKOPOLSKIE,52.22307,19.02609,WIELKOPOLSKIE,"52.22307,19.02609,TURZYNÓW (STACJA)"
7347,TUSZÓW NARODOWY (S),81554.0,TUSZÓW NARODOWY,TUSZÓW NARODOWY (STACJA),"236, 39-332 Tuszów Narodowy, Polska",50.3709731,21.4640899,PODKARPACKIE,"50.3709731,21.4640899,TUSZÓW NARODOWY (STACJA)"
7350,TWARDA GÓRA (S),17228.0,TWARDA GÓRA,TWARDA GÓRA (STACJA),TWARDA GÓRA (STACJA) 86-170 woj.KUJAWSKO-POMORSKIE,53.68077765,18.67083789,KUJAWSKO-POMORSKIE,"53.68077765,18.67083789,TWARDA GÓRA (STACJA)"
7351,TWARDAWA (S),67447.0,TWARDAWA,TWARDAWA (STACJA),"Dworcowa, 48-250 Twardawa, Polska",50.3468345,17.9986749,OPOLSKIE,"50.3468345,17.9986749,TWARDAWA (STACJA)"
7353,TWARDOGÓRA (S),59691.0,TWARDOGÓRA SYCOWSKA,TWARDOGÓRA (STACJA),TWARDOGÓRA PLAC KOLEJOWY woj.DOLNOŚLĄSKIE Stacja:TWARDOGÓRA SYCOWSKA,51.36028554,17.46810906,DOLNOŚLĄSKIE,"51.36028554,17.46810906,TWARDOGÓRA (STACJA)"
7354,TWARDOGÓRA SYCOW (S),59691.0,TWARDOGÓRA SYCOWSKA,TWARDOGÓRA SYCOWSKA (STACJA),TWARDOGÓRA PLAC KOLEJOWY woj.DOLNOŚLĄSKIE Stacja:TWARDOGÓRA SYCOWSKA,51.36028554,17.46810906,DOLNOŚLĄSKIE,"51.36028554,17.46810906,TWARDOGÓRA SYCOWSKA (STACJA)"
7357,TWORKI (S),35147.0,TWORKI,TWORKI (STACJA),TWORKI (STACJA) 05-604 woj.MAZOWIECKIE,51.7947222,20.9736111,MAZOWIECKIE,"51.7947222,20.9736111,TWORKI (STACJA)"
7360,TWORÓG (S),71159.0,TWORÓG,TWORÓG (STACJA),"Dworzec PKP Tworóg, Słoneczna, 42-690 Tworóg, Polska",50.5288247,18.7154309,ŚLĄSKIE,"50.5288247,18.7154309,TWORÓG (STACJA)"
7361,TWORÓG BRYNEK (S),71092.0,TWORÓG BRYNEK,TWORÓG BRYNEK (STACJA),"Dworcowa, Cegielnia, Polska",50.5085202,18.7530855,ŚLĄSKIE,"50.5085202,18.7530855,TWORÓG BRYNEK (STACJA)"
7365,TYCHOWO (S),3962.0,TYCHOWO,TYCHOWO (STACJA),TYCHOWO KOLEJOWA woj.ZACHODNIOPOMORSKIE Stacja:TYCHOWO,53.92145717,16.23537835,ZACHODNIOPOMORSKIE,"53.92145717,16.23537835,TYCHOWO (STACJA)"
7369,TYCHY (S),73700.0,TYCHY,TYCHY (STACJA),"TAURON Dystrybucja S.A. Oddział Gliwice - Region Tychy, Adama Asnyka 1, 43-100 Tychy, Polska",50.1356094,18.9655031,ŚLĄSKIE,"50.1356094,18.9655031,TYCHY (STACJA)"
7370,TYCHY FIAT AUTO (S),239126.0,TYCHY FIAT AUTO,TYCHY FIAT AUTO (STACJA),"Turyńska, 43-150 Bieruń, Polska",50.1081698,19.0780229,ŚLĄSKIE,"50.1081698,19.0780229,TYCHY FIAT AUTO (STACJA)"
7371,TYCHY GÓRKI (S),73841.0,TYCHY GÓRKI,TYCHY GÓRKI (STACJA),"Bieruń, Polska",50.0833521,19.1331436,ŚLĄSKIE,"50.0833521,19.1331436,TYCHY GÓRKI (STACJA)"
7373,TYCHY MIASTO (S),73759.0,TYCHY MIASTO,TYCHY MIASTO (STACJA),"Aleja Jana Pawła II, Tychy, Polska",50.1100771,18.9928237,ŚLĄSKIE,"50.1100771,18.9928237,TYCHY MIASTO (STACJA)"
7376,TYCHY URBANOWICE (S),73700.0,TYCHY,TYCHY URBANOWICE (STACJA),"Serdeczna 6, 43-109 Tychy, Polska",50.1056407,19.0345161,ŚLĄSKIE,"50.1056407,19.0345161,TYCHY URBANOWICE (STACJA)"
7377,TYCHY ZACHODNIE (S),73742.0,TYCHY ZACHODNIE,TYCHY ZACHODNIE (STACJA),"Mikołaja Kopernika 3, 43-100 Tychy, Polska",50.1205159,18.9784852,ŚLĄSKIE,"50.1205159,18.9784852,TYCHY ZACHODNIE (STACJA)"
7379,TYCHY ŻWAKÓW (S),75978.0,TYCHY ŻWAKÓW,TYCHY ŻWAKÓW (STACJA),"Myśliwska, Tychy, Polska",50.1092124,18.9565144,ŚLĄSKIE,"50.1092124,18.9565144,TYCHY ŻWAKÓW (STACJA)"
7381,TYMIEŃ (S),4465.0,TYMIEŃ,TYMIEŃ (STACJA),TYMIEŃ (STACJA) 76-035 woj.ZACHODNIOPOMORSKIE,54.2053705,15.8447314,ZACHODNIOPOMORSKIE,"54.2053705,15.8447314,TYMIEŃ (STACJA)"
7386,UBOCZE (S),52597.0,UBOCZE,UBOCZE (STACJA),"2298D, Ubocze, Polska",51.0542869,15.4249912,DOLNOŚLĄSKIE,"51.0542869,15.4249912,UBOCZE (STACJA)"
7390,UGOSZCZ (S),5645.0,UGOSZCZ,UGOSZCZ (STACJA),UGOSZCZ (STACJA) 77-143 woj.POMORSKIE,54.12655,17.54016,POMORSKIE,"54.12655,17.54016,UGOSZCZ (STACJA)"
7399,UJAZD GÓRNY (S),53447.0,UJAZD GÓRNY,UJAZD GÓRNY (STACJA),"Ujazd Górny, gmina Udanin, Polska",51.0845076,16.5012929,DOLNOŚLĄSKIE,"51.0845076,16.5012929,UJAZD GÓRNY (STACJA)"
7400,ULIKOWO (S),2212.0,ULIKOWO,ULIKOWO (STACJA),ULIKOWO (STACJA) 73-131 woj.ZACHODNIOPOMORSKIE,53.34893506,15.11773791,ZACHODNIOPOMORSKIE,"53.34893506,15.11773791,ULIKOWO (STACJA)"
7407,UNISŁAW POMORSKI (S),20412.0,UNISŁAW POMORSKI,UNISŁAW POMORSKI (STACJA),"Kolejowa, Unisław, Polska",53.2093451,18.3928222,KUJAWSKO-POMORSKIE,"53.2093451,18.3928222,UNISŁAW POMORSKI (STACJA)"
7408,UNISŁAW ŚLĄSKI (S),55434.0,UNISŁAW ŚLĄSKI,UNISŁAW ŚLĄSKI (STACJA),"Unisław Śląski, powiat wałbrzyski, Polska",50.714115,16.24629,DOLNOŚLĄSKIE,"50.714115,16.24629,UNISŁAW ŚLĄSKI (STACJA)"
7415,URLE (S),37937.0,URLE,URLE (STACJA),URLE WCZASOWA woj.MAZOWIECKIE Stacja:URLE,52.5163229,21.6234231,MAZOWIECKIE,"52.5163229,21.6234231,URLE (STACJA)"
7416,USTANÓWEK (S),33936.0,USTANÓWEK,USTANÓWEK (STACJA),JEZIÓRKO KOLEJOWA woj.MAZOWIECKIE Stacja:USTANÓWEK,51.9958834,21.0605428,MAZOWIECKIE,"51.9958834,21.0605428,USTANÓWEK (STACJA)"
7417,USTRONIE MORSKIE (S),4135.0,USTRONIE MORSKIE,USTRONIE MORSKIE (STACJA),USTRONIE MORSKIE (STACJA) 78-111 woj.ZACHODNIOPOMORSKIE,54.199448,15.75002009,ZACHODNIOPOMORSKIE,"54.199448,15.75002009,USTRONIE MORSKIE (STACJA)"
7418,USTROŃ (S),76950.0,USTROŃ,USTROŃ (STACJA),"Dworcowa 5, 43-450 Ustroń, Polska",49.72794,18.8039793,ŚLĄSKIE,"49.72794,18.8039793,USTROŃ (STACJA)"
7419,USTROŃ ZDRÓJ (S),76968.0,USTROŃ ZDRÓJ,USTROŃ ZDRÓJ (STACJA),"Grażyny 1, 43-450 Ustroń, Polska",49.719318,18.8176465,ŚLĄSKIE,"49.719318,18.8176465,USTROŃ ZDRÓJ (STACJA)"
7447,WAŁBRZYCH (S),55103.0,WAŁBRZYCH GŁÓWNY,WAŁBRZYCH (STACJA),"Rynek 2, 58-300 Wałbrzych, Polska",50.766237,16.2825859,DOLNOŚLĄSKIE,"50.766237,16.2825859,WAŁBRZYCH (STACJA)"
7448,WAŁBRZYCH FABRY (S),55327.0,WAŁBRZYCH FABRYCZNY,WAŁBRZYCH FABRYCZNY (STACJA),"Dworcowa, Wałbrzych, Polska",50.7618095,16.2700689,DOLNOŚLĄSKIE,"50.7618095,16.2700689,WAŁBRZYCH FABRYCZNY (STACJA)"
7449,WAŁBRZYCH GŁÓWNY (S),55103.0,WAŁBRZYCH GŁÓWNY,WAŁBRZYCH GŁÓWNY (STACJA),"TKt48-119, Górna, 58-313 Wałbrzych, Polska",50.7439947,16.2766303,DOLNOŚLĄSKIE,"50.7439947,16.2766303,WAŁBRZYCH GŁÓWNY (STACJA)"
7451,WAŁBRZYCH MIASTO (S),54551.0,WAŁBRZYCH MIASTO,WAŁBRZYCH MIASTO (STACJA),"Armii Krajowej 43a, 58-302 Wałbrzych, Polska",50.7865939,16.2857018,DOLNOŚLĄSKIE,"50.7865939,16.2857018,WAŁBRZYCH MIASTO (STACJA)"
7452,WAŁBRZYCH SZ PEC (S),236492.0,WAŁBRZYCH SZCZAWIENKO PEC SA,WAŁBRZYCH SZCZAWIENKO PEC SA (STACJA),"Władysława Łokietka 23, 58-130 Żarów, Polska",50.935612,16.4914831,DOLNOŚLĄSKIE,"50.935612,16.4914831,WAŁBRZYCH SZCZAWIENKO PEC SA (STACJA)"
7453,WAŁBRZYCH SZCZAW (S),55327.0,WAŁBRZYCH FABRYCZNY,WAŁBRZYCH SZCZAWIENKO (STACJA),"Dworcowa, Wałbrzych, Polska",50.7618095,16.2700689,DOLNOŚLĄSKIE,"50.7618095,16.2700689,WAŁBRZYCH SZCZAWIENKO (STACJA)"
7459,WAŁCZ (S),14704.0,WAŁCZ,WAŁCZ (STACJA),WAŁCZ KOLEJOWA woj.ZACHODNIOPOMORSKIE Stacja:WAŁCZ,53.27507139,16.48437024,ZACHODNIOPOMORSKIE,"53.27507139,16.48437024,WAŁCZ (STACJA)"
7460,WAŁCZ JW BOCZN (S),14738.0,WAŁCZ RADUŃ,WAŁCZ JW2398 BOCZNICA (STACJA),WAŁCZ OGRODOWA woj.ZACHODNIOPOMORSKIE Stacja:WAŁCZ RADUŃ,53.27707308,16.45863206,ZACHODNIOPOMORSKIE,"53.27707308,16.45863206,WAŁCZ JW2398 BOCZNICA (STACJA)"
7461,WAŁKI (S),80937.0,WAŁKI,WAŁKI (STACJA),"51, 33-150 Jodłówka-Wałki, Polska",50.0525948,21.1415183,MAŁOPOLSKIE,"50.0525948,21.1415183,WAŁKI (STACJA)"
7466,WAPIENNO (S),19604.0,WAPIENNO,WAPIENNO (STACJA),WAPIENNO (STACJA) 88-190 woj.KUJAWSKO-POMORSKIE,52.83531,17.95992,KUJAWSKO-POMORSKIE,"52.83531,17.95992,WAPIENNO (STACJA)"
7467,WAPIENNO PRZYSTA (S),258963.0,WAPIENNO PRZYSTANEK,WAPIENNO PRZYSTANEK (STACJA),WAPIENNO PRZYSTANEK (STACJA) 88-190 woj.KUJAWSKO-POMORSKIE,52.83531,17.95992,KUJAWSKO-POMORSKIE,"52.83531,17.95992,WAPIENNO PRZYSTANEK (STACJA)"
7468,WAPLEWO (S),9464.0,WAPLEWO,WAPLEWO (STACJA),WAPLEWO (STACJA) 11-015 woj.WARMIŃSKO-MAZURSKIE,53.49891,20.32217,WARMIŃSKO-MAZURSKIE,"53.49891,20.32217,WAPLEWO (STACJA)"
7469,WARDYŃ CPN BOCZN (S),29462.0,WARDYŃ,WARDYŃ CPN BOCZNICA (STACJA),WARDYŃ CPN BOCZNICA (STACJA) 73-200 woj.ZACHODNIOPOMORSKIE,53.15888608,15.51183437,ZACHODNIOPOMORSKIE,"53.15888608,15.51183437,WARDYŃ CPN BOCZNICA (STACJA)"
7470,WARGOWO (S),28670.0,WARGOWO,WARGOWO (STACJA),WARGOWO (STACJA) 64-605 woj.WIELKOPOLSKIE,52.58457151,16.82276976,WIELKOPOLSKIE,"52.58457151,16.82276976,WARGOWO (STACJA)"
7471,WARKA (S),48504.0,WARKA,WARKA (STACJA),WARKA PL. CZARNIECKIEGO woj.MAZOWIECKIE Stacja:WARKA,51.7830392,21.1876055,MAZOWIECKIE,"51.7830392,21.1876055,WARKA (STACJA)"
7472,WARKOCZ (S),59840.0,WARKOCZ,WARKOCZ (STACJA),"Dworzec PKP Warkocz, 20, 57-100 Warkocz, Polska",50.8280326,17.0465491,DOLNOŚLĄSKIE,"50.8280326,17.0465491,WARKOCZ (STACJA)"
7474,WARLUBIE (S),17210.0,WARLUBIE,WARLUBIE (STACJA),WARLUBIE DOMY KOLEJOWE woj.KUJAWSKO-POMORSKIE Stacja:WARLUBIE,53.5883307,18.62286218,KUJAWSKO-POMORSKIE,"53.5883307,18.62286218,WARLUBIE (STACJA)"
7475,WARNOWO (S),1610.0,WARNOWO,WARNOWO (STACJA),WARNOWO (STACJA) 72-518 woj.ZACHODNIOPOMORSKIE,53.928327,14.5341315,ZACHODNIOPOMORSKIE,"53.928327,14.5341315,WARNOWO (STACJA)"
7477,WARSZAWA (S),33423.0,WARSZAWA GŁÓWNA TOWAROWA BEMA,WARSZAWA (STACJA),WARSZAWA (STACJA) 01-245 woj.MAZOWIECKIE,52.22235617,20.96132207,MAZOWIECKIE,"52.22235617,20.96132207,WARSZAWA (STACJA)"
7478,WARSZAWA ANIN (S),38760.0,WARSZAWA ANIN,WARSZAWA ANIN (STACJA),WARSZAWA SZPOTAŃSKIEGO K. woj.MAZOWIECKIE Stacja:WARSZAWA ANIN,52.212993,21.1599414,MAZOWIECKIE,"52.212993,21.1599414,WARSZAWA ANIN (STACJA)"
7479,WARSZAWA CENTRAL (S),33605.0,WARSZAWA CENTRALNA,WARSZAWA CENTRALNA (STACJA),WARSZAWA CENTRALNA (STACJA) 00-024 woj.MAZOWIECKIE,52.2287414,21.0032357,MAZOWIECKIE,"52.2287414,21.0032357,WARSZAWA CENTRALNA (STACJA)"
7480,WARSZAWA CZYST W (S),178679.0,WARSZAWA CZYSTE WCZ1,WARSZAWA CZYSTE WCZ1 (STACJA),WARSZAWA CZYSTE WCZ1 (STACJA) 96-500 woj.MAZOWIECKIE,52.2112818,20.2815539,MAZOWIECKIE,"52.2112818,20.2815539,WARSZAWA CZYSTE WCZ1 (STACJA)"
7481,WARSZAWA CZYSTE (S),33597.0,WARSZAWA CZYSTE,WARSZAWA CZYSTE (STACJA),WARSZAWA SZARYCH SZEREGÓW woj.MAZOWIECKIE Stacja:WARSZAWA CZYSTE,52.22751,20.97119,MAZOWIECKIE,"52.22751,20.97119,WARSZAWA CZYSTE (STACJA)"
7482,WARSZAWA DAWIDY (S),33845.0,WARSZAWA DAWIDY,WARSZAWA DAWIDY (STACJA),WARSZAWA DAWIDY (STACJA) 02-867 woj.MAZOWIECKIE,52.1285647,20.9911752,MAZOWIECKIE,"52.1285647,20.9911752,WARSZAWA DAWIDY (STACJA)"
7483,WARSZAWA FALENIC (S),38836.0,WARSZAWA FALENICA,WARSZAWA FALENICA (STACJA),WARSZAWA JAGIENKI woj.MAZOWIECKIE Stacja:WARSZAWA FALENICA,52.1620881,21.2108217,MAZOWIECKIE,"52.1620881,21.2108217,WARSZAWA FALENICA (STACJA)"
7484,WARSZAWA GD OSOB (S),36103.0,WARSZAWA GDAŃSKA OSOBOWA,WARSZAWA GDAŃSKA OSOBOWA (STACJA),WARSZAWA CZUJNA woj.MAZOWIECKIE Stacja:WARSZAWA GDAŃSKA OSOBOWA,52.26667,21.0,MAZOWIECKIE,"52.26667,21.0,WARSZAWA GDAŃSKA OSOBOWA (STACJA)"
7485,WARSZAWA GD WGA (S),190009.0,WARSZAWA GDAŃSKA WGA,WARSZAWA GDAŃSKA WGA (STACJA),WARSZAWA GDAŃSKA WGA (STACJA) 00-197 woj.MAZOWIECKIE,52.2590164,20.9919642,MAZOWIECKIE,"52.2590164,20.9919642,WARSZAWA GDAŃSKA WGA (STACJA)"
7486,WARSZAWA GŁ OSOB (S),33472.0,WARSZAWA GŁÓWNA OSOBOWA,WARSZAWA GŁÓWNA OSOBOWA (STACJA),WARSZAWA GŁÓWNA OSOBOWA (STACJA) 01-210 woj.MAZOWIECKIE,52.2256619,20.9845903,MAZOWIECKIE,"52.2256619,20.9845903,WARSZAWA GŁÓWNA OSOBOWA (STACJA)"
7487,WARSZAWA GŁ T BE (S),177965.0,WARSZAWA GŁÓWNA TOWAROWA WOA,WARSZAWA GŁÓWNA TOWAROWA BEMA (STACJA),WARSZAWA GŁÓWNA TOWAROWA BEMA (STACJA) 01-210 woj.MAZOWIECKIE,52.2256619,20.9845903,MAZOWIECKIE,"52.2256619,20.9845903,WARSZAWA GŁÓWNA TOWAROWA BEMA (STACJA)"
7488,WARSZAWA GŁ T OA (S),178028.0,WARSZAWA GŁ.TOW. WOB,WARSZAWA GŁÓWNA TOWAROWA WOA (STACJA),"WOA, ALEJA 4 CZERWCA 1989 R., 01-302 WARSZAWA, POLSKA",52.21320792,20.89636087,województwo mazowieckie,"52.21320792,20.89636087,WARSZAWA GŁÓWNA TOWAROWA WOA (STACJA)"
7489,WARSZAWA GŁ T OB (S),178027.0,WARSZAWA GŁÓWNA TOWAROWA WOC,WARSZAWA GŁÓWNA TOWAROWA WOB (STACJA),WARSZAWA Towarowa woj.MAZOWIECKIE Stacja:WARSZAWA GŁÓWNA TOWAROWA WOC,52.2256619,20.9845903,MAZOWIECKIE,"52.2256619,20.9845903,WARSZAWA GŁÓWNA TOWAROWA WOB (STACJA)"
7490,WARSZAWA GŁ T OC (S),178027.0,WARSZAWA GŁÓWNA TOWAROWA WOC,WARSZAWA GŁÓWNA TOWAROWA WOC (STACJA),WARSZAWA GŁÓWNA TOWAROWA WOC (STACJA) 01-210 woj.MAZOWIECKIE,52.2256619,20.9845903,MAZOWIECKIE,"52.2256619,20.9845903,WARSZAWA GŁÓWNA TOWAROWA WOC (STACJA)"
7491,WARSZAWA GŁ TOW (S),33407.0,WARSZAWA GŁÓWNA TOWAROWA,WARSZAWA GŁÓWNA TOWAROWA (STACJA),WARSZAWA GŁÓWNA TOWAROWA (STACJA) 01-210 woj.MAZOWIECKIE,52.2256619,20.9845903,MAZOWIECKIE,"52.2256619,20.9845903,WARSZAWA GŁÓWNA TOWAROWA (STACJA)"
7492,WARSZAWA GOCŁAWE (S),38539.0,WARSZAWA GOCŁAWEK,WARSZAWA GOCŁAWEK (STACJA),WARSZAWA GOCŁAWEK (STACJA) 04-174 woj.MAZOWIECKIE,52.23746,21.10742,MAZOWIECKIE,"52.23746,21.10742,WARSZAWA GOCŁAWEK (STACJA)"
7493,WARSZAWA GRO EL (S),202912.0,WARSZAWA GROCHÓW ELEKTROWOZOW.,WARSZAWA GROCHÓW ELEKTROWOZOWNIA (STACJA),WARSZAWA NIZINNA woj.MAZOWIECKIE Stacja:WARSZAWA GROCHÓW ELEKTROWOZOW.,52.24926,21.08309,MAZOWIECKIE,"52.24926,21.08309,WARSZAWA GROCHÓW ELEKTROWOZOWNIA (STACJA)"
7494,WARSZAWA GRO GRC (S),190011.0,WARSZAWA GROCHÓW GRC,WARSZAWA GROCHÓW GRC (STACJA),WARSZAWA NIZINNA woj.MAZOWIECKIE Stacja:WARSZAWA GROCHÓW GRC,52.24926,21.08309,MAZOWIECKIE,"52.24926,21.08309,WARSZAWA GROCHÓW GRC (STACJA)"
7495,WARSZAWA GRO PAR (S),38554.0,WARSZAWA GROCHÓW,WARSZAWA GROCHÓW PARK (STACJA),WARSZAWA NIZINNA woj.MAZOWIECKIE Stacja:WARSZAWA GROCHÓW,52.24926,21.08309,MAZOWIECKIE,"52.24926,21.08309,WARSZAWA GROCHÓW PARK (STACJA)"
7496,WARSZAWA GROCHÓW (S),38554.0,WARSZAWA GROCHÓW,WARSZAWA GROCHÓW (STACJA),WARSZAWA NIZINNA woj.MAZOWIECKIE Stacja:WARSZAWA GROCHÓW,52.24926,21.08309,MAZOWIECKIE,"52.24926,21.08309,WARSZAWA GROCHÓW (STACJA)"
7497,WARSZAWA JELONKI (S),33712.0,WARSZAWA JELONKI,WARSZAWA JELONKI (STACJA),WARSZAWA KRZYWOŃ A. woj.MAZOWIECKIE Stacja:WARSZAWA JELONKI,52.2288209,20.9163038,MAZOWIECKIE,"52.2288209,20.9163038,WARSZAWA JELONKI (STACJA)"
7498,WARSZAWA JEROZ W (S),179760.0,WARSZAWA AL. JEROZOLIMSKIE R.1,WARSZAWA AL. JEROZOLIMSKIE WKD (STACJA),WARSZAWA AL. JEROZOLIMSKIE woj.MAZOWIECKIE Stacja:WARSZAWA AL. JEROZOLIMSKIE R.1,52.2053114,20.9422783,MAZOWIECKIE,"52.2053114,20.9422783,WARSZAWA AL. JEROZOLIMSKIE WKD (STACJA)"
7499,WARSZAWA KASPRZA (S),34850.0,WARSZAWA KASPRZAKA,WARSZAWA KASPRZAKA (STACJA),WARSZAWA KASPRZAKA (STACJA) 01-233 woj.MAZOWIECKIE,52.2299993,20.9578418,MAZOWIECKIE,"52.2299993,20.9578418,WARSZAWA KASPRZAKA (STACJA)"
7500,WARSZAWA KOŁO (S),34835.0,WARSZAWA KOŁO,WARSZAWA KOŁO (STACJA),WARSZAWA KOŁO (STACJA) 01-142 woj.MAZOWIECKIE,52.2391698,20.9584688,MAZOWIECKIE,"52.2391698,20.9584688,WARSZAWA KOŁO (STACJA)"
7501,WARSZAWA MIEDZES (S),38810.0,WARSZAWA MIEDZESZYN,WARSZAWA MIEDZESZYN (STACJA),WARSZAWA PATRIOTÓW woj.MAZOWIECKIE Stacja:WARSZAWA MIEDZESZYN,52.1726622,21.2002174,MAZOWIECKIE,"52.1726622,21.2002174,WARSZAWA MIEDZESZYN (STACJA)"
7502,WARSZAWA MIĘDZYL (S),38778.0,WARSZAWA MIĘDZYLESIE,WARSZAWA MIĘDZYLESIE (STACJA),WARSZAWA DWORCOWA woj.MAZOWIECKIE Stacja:WARSZAWA MIĘDZYLESIE,52.20419,21.17151,MAZOWIECKIE,"52.20419,21.17151,WARSZAWA MIĘDZYLESIE (STACJA)"
7503,WARSZAWA OCH POS (S),178035.0,WARSZAWA OCHOTA POSTOJOWA,WARSZAWA OCHOTA POSTOJOWA (STACJA),WARSZAWA AL. JEROZOLIMSKIE woj.MAZOWIECKIE Stacja:WARSZAWA OCHOTA POSTOJOWA,52.2254065,20.9895212,MAZOWIECKIE,"52.2254065,20.9895212,WARSZAWA OCHOTA POSTOJOWA (STACJA)"
7504,WARSZAWA OCH WKD (S),35014.0,WARSZAWA OCHOTA WKD,WARSZAWA OCHOTA WKD (STACJA),WARSZAWA AL. JEROZOLIMSKIE woj.MAZOWIECKIE Stacja:WARSZAWA OCHOTA WKD,52.2254065,20.9895212,MAZOWIECKIE,"52.2254065,20.9895212,WARSZAWA OCHOTA WKD (STACJA)"
7505,WARSZAWA OCHOTA (S),33498.0,WARSZAWA OCHOTA,WARSZAWA OCHOTA (STACJA),WARSZAWA AL. JEROZOLIMSKIE woj.MAZOWIECKIE Stacja:WARSZAWA OCHOTA,52.2255907,20.9900836,MAZOWIECKIE,"52.2255907,20.9900836,WARSZAWA OCHOTA (STACJA)"
7506,WARSZAWA ODOLANY (S),202915.0,WARSZAWA ODOLANY MD,WARSZAWA ODOLANY WGW (STACJA),WARSZAWA ODOLANY WGW (STACJA) 01-253 woj.MAZOWIECKIE,52.21791,20.93488,MAZOWIECKIE,"52.21791,20.93488,WARSZAWA ODOLANY WGW (STACJA)"
7507,WARSZAWA OKĘCIE (S),33803.0,WARSZAWA OKĘCIE,WARSZAWA OKĘCIE (STACJA),"ZATORZE, 02-823 WARSZAWA, POLSKA",52.15081143,20.98974466,województwo mazowieckie,"52.15081143,20.98974466,WARSZAWA OKĘCIE (STACJA)"
7508,WARSZAWA OLSZ GR (S),38745.0,WARSZAWA OLSZYNKA GROCHOWSKA,WARSZAWA OLSZYNKA GROCHOWSKA (STACJA),WARSZAWA TREMBOWELSKA woj.MAZOWIECKIE Stacja:WARSZAWA OLSZYNKA GROCHOWSKA,52.24339,21.1109,MAZOWIECKIE,"52.24339,21.1109,WARSZAWA OLSZYNKA GROCHOWSKA (STACJA)"
7511,WARSZAWA POWIŚLE (S),33639.0,WARSZAWA POWIŚLE,WARSZAWA POWIŚLE (STACJA),WARSZAWA AL. JEROZOLIMSKIE woj.MAZOWIECKIE Stacja:WARSZAWA POWIŚLE,52.233217,21.026494,MAZOWIECKIE,"52.233217,21.026494,WARSZAWA POWIŚLE (STACJA)"
7512,WARSZAWA PRA WPA (S),180338.0,WARSZAWA PRAGA WPA,WARSZAWA PRAGA WPA (STACJA),WARSZAWA PRAGA WPA (STACJA) 03-309 woj.MAZOWIECKIE,52.2775271,21.0223526,MAZOWIECKIE,"52.2775271,21.0223526,WARSZAWA PRAGA WPA (STACJA)"
7513,WARSZAWA PRA WPC (S),177951.0,WARSZAWA PRAGA WPC,WARSZAWA PRAGA WPC (STACJA),WARSZAWA PRAGA WPC (STACJA) 03-309 woj.MAZOWIECKIE,52.2775271,21.0223526,MAZOWIECKIE,"52.2775271,21.0223526,WARSZAWA PRAGA WPC (STACJA)"
7514,WARSZAWA PRA WPD (S),220599.0,WARSZAWA PRAGA TRANZYT,WARSZAWA PRAGA WPD (STACJA),WARSZAWA PRAGA WPD (STACJA) 03-309 woj.MAZOWIECKIE,52.2775271,21.0223526,MAZOWIECKIE,"52.2775271,21.0223526,WARSZAWA PRAGA WPD (STACJA)"
7515,WARSZAWA PRAGA (S),36129.0,WARSZAWA PRAGA,WARSZAWA PRAGA (STACJA),"MARYWILSKA 39, 03-042 WARSZAWA, POLSKA",52.3107601,21.0004057,województwo mazowieckie,"52.3107601,21.0004057,WARSZAWA PRAGA (STACJA)"
